,support,itemsets
58571,0.05,"frozenset({32, 73, 76, 47})"
58572,0.05,"frozenset({32, 73, 100, 47})"
58573,0.05,"frozenset({32, 97, 76, 47})"
58574,0.05,"frozenset({32, 100, 47, 76})"
58575,0.05,"frozenset({32, 90, 100, 47})"
58576,0.05,"frozenset({32, 97, 100, 47})"
58577,0.05,"frozenset({32, 49, 76, 55})"
58578,0.05,"frozenset({32, 49, 97, 55})"
58579,0.05,"frozenset({32, 49, 100, 55})"
58580,0.05,"frozenset({64, 49, 32, 59})"
58581,0.05,"frozenset({64, 49, 32, 67})"
58582,0.05,"frozenset({64, 49, 32, 100})"
58583,0.05,"frozenset({32, 49, 67, 76})"
58584,0.05,"frozenset({89, 49, 32, 67})"
58585,0.05,"frozenset({32, 49, 90, 76})"
58586,0.05,"frozenset({32, 49, 91, 76})"
58587,0.05,"frozenset({32, 49, 76, 97})"
58588,0.05,"frozenset({32, 49, 100, 76})"
58589,0.05,"frozenset({32, 49, 90, 91})"
58590,0.05,"frozenset({32, 49, 90, 100})"
58591,0.05,"frozenset({32, 58, 51, 77})"
58592,0.05,"frozenset({64, 32, 67, 52})"
58593,0.05,"frozenset({32, 58, 69, 54})"
58594,0.05,"frozenset({32, 58, 54, 98})"
58595,0.05,"frozenset({32, 98, 69, 54})"
58596,0.05,"frozenset({72, 32, 55, 71})"
58597,0.05,"frozenset({32, 97, 76, 55})"
58598,0.05,"frozenset({32, 97, 100, 55})"
58599,0.05,"frozenset({56, 58, 32, 77})"
58600,0.06,"frozenset({56, 32, 58, 88})"
58601,0.05,"frozenset({64, 57, 32, 59})"
58602,0.05,"frozenset({64, 57, 32, 67})"
58603,0.05,"frozenset({32, 57, 67, 71})"
58604,0.05,"frozenset({32, 58, 67, 63})"
58605,0.05,"frozenset({64, 32, 58, 67})"
58606,0.05,"frozenset({32, 58, 67, 69})"
58607,0.05,"frozenset({32, 97, 58, 67})"
58608,0.05,"frozenset({32, 58, 69, 98})"
58609,0.05,"frozenset({88, 58, 32, 77})"
58610,0.05,"frozenset({64, 32, 67, 59})"
58611,0.05,"frozenset({32, 97, 67, 60})"
58612,0.05,"frozenset({64, 89, 32, 67})"
58613,0.05,"frozenset({64, 97, 32, 67})"
58614,0.05,"frozenset({32, 97, 67, 69})"
58615,0.05,"frozenset({32, 97, 67, 77})"
58616,0.05,"frozenset({32, 89, 67, 97})"
58617,0.05,"frozenset({32, 90, 91, 76})"
58618,0.05,"frozenset({32, 90, 100, 76})"
58619,0.05,"frozenset({32, 97, 90, 91})"
58620,0.05,"frozenset({32, 90, 91, 100})"
58621,0.05,"frozenset({33, 34, 69, 47})"
58622,0.05,"frozenset({33, 34, 58, 69})"
58623,0.05,"frozenset({72, 33, 34, 58})"
58624,0.05,"frozenset({33, 34, 69, 70})"
58625,0.05,"frozenset({72, 33, 34, 69})"
58626,0.05,"frozenset({33, 34, 92, 69})"
58627,0.05,"frozenset({88, 33, 34, 70})"
58628,0.05,"frozenset({33, 34, 92, 70})"
58629,0.05,"frozenset({33, 58, 67, 36})"
58630,0.05,"frozenset({40, 33, 37, 49})"
58631,0.05,"frozenset({40, 33, 67, 37})"
58632,0.05,"frozenset({40, 33, 99, 37})"
58633,0.05,"frozenset({33, 67, 37, 49})"
58634,0.05,"frozenset({96, 33, 92, 39})"
58635,0.05,"frozenset({40, 33, 42, 94})"
58636,0.05,"frozenset({40, 33, 42, 99})"
58637,0.07,"frozenset({40, 33, 43, 47})"
58638,0.05,"frozenset({40, 33, 58, 43})"
58639,0.05,"frozenset({40, 33, 43, 63})"
58640,0.05,"frozenset({40, 33, 67, 43})"
58641,0.05,"frozenset({40, 33, 74, 43})"
58642,0.05,"frozenset({40, 33, 43, 84})"
58643,0.05,"frozenset({40, 33, 43, 85})"
58644,0.05,"frozenset({40, 33, 43, 94})"
58645,0.05,"frozenset({40, 33, 67, 47})"
58646,0.05,"frozenset({40, 33, 74, 47})"
58647,0.05,"frozenset({40, 33, 84, 47})"
58648,0.07,"frozenset({40, 33, 67, 49})"
58649,0.05,"frozenset({40, 33, 90, 49})"
58650,0.06,"frozenset({40, 33, 94, 49})"
58651,0.05,"frozenset({40, 33, 99, 49})"
58652,0.05,"frozenset({56, 33, 40, 67})"
58653,0.05,"frozenset({40, 33, 58, 68})"
58654,0.05,"frozenset({40, 33, 58, 84})"
58655,0.05,"frozenset({96, 33, 58, 40})"
58656,0.05,"frozenset({40, 33, 59, 85})"
58657,0.05,"frozenset({40, 33, 59, 94})"
58658,0.05,"frozenset({99, 33, 40, 59})"
58659,0.05,"frozenset({40, 33, 94, 63})"
58660,0.05,"frozenset({40, 33, 74, 67})"
58661,0.05,"frozenset({40, 33, 90, 67})"
58662,0.05,"frozenset({40, 33, 67, 94})"
58663,0.05,"frozenset({99, 33, 40, 67})"
58664,0.06,"frozenset({81, 33, 40, 94})"
58665,0.05,"frozenset({40, 33, 99, 94})"
58666,0.05,"frozenset({33, 42, 50, 63})"
58667,0.05,"frozenset({33, 42, 99, 50})"
58668,0.05,"frozenset({56, 33, 42, 99})"
58669,0.05,"frozenset({33, 43, 47, 55})"
58670,0.05,"frozenset({33, 58, 43, 47})"
58671,0.05,"frozenset({33, 67, 43, 47})"
58672,0.05,"frozenset({33, 43, 69, 47})"
58673,0.06,"frozenset({33, 74, 43, 47})"
58674,0.06,"frozenset({33, 43, 84, 47})"
58675,0.05,"frozenset({33, 43, 85, 47})"
58676,0.05,"frozenset({33, 90, 43, 47})"
58677,0.06,"frozenset({33, 58, 43, 68})"
58678,0.05,"frozenset({33, 58, 43, 85})"
58679,0.05,"frozenset({33, 43, 68, 85})"
58680,0.05,"frozenset({33, 58, 68, 47})"
58681,0.05,"frozenset({33, 90, 47, 63})"
58682,0.05,"frozenset({72, 33, 68, 47})"
58683,0.05,"frozenset({73, 33, 100, 47})"
58684,0.05,"frozenset({33, 74, 76, 47})"
58685,0.05,"frozenset({33, 74, 97, 47})"
58686,0.05,"frozenset({33, 74, 99, 47})"
58687,0.05,"frozenset({56, 33, 48, 67})"
58688,0.05,"frozenset({56, 33, 52, 49})"
58689,0.05,"frozenset({33, 90, 52, 49})"
58690,0.05,"frozenset({56, 33, 67, 49})"
58691,0.05,"frozenset({56, 33, 90, 49})"
58692,0.05,"frozenset({33, 90, 67, 49})"
58693,0.05,"frozenset({33, 67, 94, 49})"
58694,0.05,"frozenset({99, 33, 67, 49})"
58695,0.05,"frozenset({81, 33, 88, 49})"
58696,0.05,"frozenset({33, 90, 100, 49})"
58697,0.06,"frozenset({56, 33, 90, 52})"
58698,0.05,"frozenset({56, 33, 100, 52})"
58699,0.05,"frozenset({33, 58, 69, 55})"
58700,0.05,"frozenset({64, 33, 58, 56})"
58701,0.05,"frozenset({56, 33, 58, 67})"
58702,0.06,"frozenset({56, 33, 58, 68})"
58703,0.05,"frozenset({80, 33, 61, 57})"
58704,0.05,"frozenset({81, 33, 80, 57})"
58705,0.05,"frozenset({64, 33, 58, 62})"
58706,0.05,"frozenset({62, 33, 58, 70})"
58707,0.05,"frozenset({64, 33, 58, 77})"
58708,0.05,"frozenset({81, 33, 58, 64})"
58709,0.05,"frozenset({96, 33, 58, 64})"
58710,0.05,"frozenset({72, 33, 58, 68})"
58711,0.05,"frozenset({33, 58, 68, 77})"
58712,0.05,"frozenset({33, 58, 68, 85})"
58713,0.05,"frozenset({96, 33, 58, 68})"
58714,0.05,"frozenset({72, 33, 58, 69})"
58715,0.05,"frozenset({96, 33, 58, 69})"
58716,0.05,"frozenset({33, 58, 70, 71})"
58717,0.05,"frozenset({81, 33, 58, 70})"
58718,0.06,"frozenset({96, 33, 58, 70})"
58719,0.05,"frozenset({33, 58, 70, 98})"
58720,0.05,"frozenset({96, 33, 58, 72})"
58721,0.05,"frozenset({33, 58, 77, 87})"
58722,0.06,"frozenset({33, 58, 77, 97})"
58723,0.05,"frozenset({81, 33, 70, 62})"
58724,0.05,"frozenset({33, 75, 70, 63})"
58725,0.05,"frozenset({33, 84, 70, 63})"
58726,0.05,"frozenset({81, 33, 88, 63})"
58727,0.05,"frozenset({89, 33, 81, 63})"
58728,0.05,"frozenset({88, 33, 84, 63})"
58729,0.05,"frozenset({65, 33, 88, 68})"
58730,0.05,"frozenset({72, 33, 66, 97})"
58731,0.05,"frozenset({96, 33, 72, 68})"
58732,0.05,"frozenset({96, 33, 98, 70})"
58733,0.05,"frozenset({73, 33, 74, 100})"
58734,0.05,"frozenset({73, 33, 90, 100})"
58735,0.05,"frozenset({33, 74, 99, 90})"
58736,0.05,"frozenset({33, 92, 77, 97})"
58737,0.05,"frozenset({33, 90, 99, 100})"
58738,0.05,"frozenset({40, 90, 34, 37})"
58739,0.05,"frozenset({48, 34, 42, 37})"
58740,0.05,"frozenset({48, 34, 84, 37})"
58741,0.05,"frozenset({49, 34, 50, 37})"
58742,0.05,"frozenset({49, 34, 37, 55})"
58743,0.05,"frozenset({49, 34, 75, 37})"
58744,0.05,"frozenset({88, 49, 34, 37})"
58745,0.05,"frozenset({49, 34, 37, 94})"
58746,0.05,"frozenset({88, 34, 50, 37})"
58747,0.05,"frozenset({34, 50, 37, 94})"
58748,0.06,"frozenset({34, 75, 37, 94})"
58749,0.05,"frozenset({34, 77, 84, 37})"
58750,0.05,"frozenset({34, 39, 70, 47})"
58751,0.05,"frozenset({49, 34, 50, 39})"
58752,0.05,"frozenset({49, 34, 70, 39})"
58753,0.05,"frozenset({34, 39, 70, 55})"
58754,0.05,"frozenset({62, 34, 70, 39})"
58755,0.05,"frozenset({65, 34, 70, 39})"
58756,0.05,"frozenset({34, 69, 70, 39})"
58757,0.05,"frozenset({89, 34, 70, 39})"
58758,0.05,"frozenset({70, 34, 94, 39})"
58759,0.05,"frozenset({34, 98, 70, 39})"
58760,0.05,"frozenset({40, 34, 43, 47})"
58761,0.05,"frozenset({40, 34, 46, 47})"
58762,0.05,"frozenset({72, 34, 40, 46})"
58763,0.05,"frozenset({88, 34, 40, 46})"
58764,0.05,"frozenset({40, 49, 34, 47})"
58765,0.05,"frozenset({72, 34, 40, 47})"
58766,0.06,"frozenset({40, 90, 34, 47})"
58767,0.05,"frozenset({40, 97, 34, 47})"
58768,0.05,"frozenset({40, 49, 34, 90})"
58769,0.05,"frozenset({40, 34, 76, 94})"
58770,0.05,"frozenset({40, 34, 93, 79})"
58771,0.05,"frozenset({41, 34, 90, 61})"
58772,0.05,"frozenset({48, 34, 88, 42})"
58773,0.05,"frozenset({49, 34, 42, 97})"
58774,0.05,"frozenset({88, 34, 42, 70})"
58775,0.05,"frozenset({34, 42, 85, 77})"
58776,0.05,"frozenset({34, 43, 68, 47})"
58777,0.05,"frozenset({34, 43, 69, 47})"
58778,0.05,"frozenset({97, 34, 43, 47})"
58779,0.05,"frozenset({34, 43, 60, 50})"
58780,0.05,"frozenset({97, 34, 43, 52})"
58781,0.05,"frozenset({34, 43, 68, 58})"
58782,0.06,"frozenset({34, 44, 70, 47})"
58783,0.05,"frozenset({34, 44, 50, 86})"
58784,0.05,"frozenset({34, 44, 50, 94})"
58785,0.05,"frozenset({70, 34, 44, 94})"
58786,0.05,"frozenset({70, 34, 100, 44})"
58787,0.05,"frozenset({34, 93, 76, 45})"
58788,0.05,"frozenset({46, 34, 70, 47})"
58789,0.05,"frozenset({72, 34, 46, 47})"
58790,0.05,"frozenset({90, 34, 46, 47})"
58791,0.05,"frozenset({49, 34, 46, 55})"
58792,0.05,"frozenset({49, 34, 94, 47})"
58793,0.05,"frozenset({34, 47, 69, 55})"
58794,0.05,"frozenset({34, 47, 70, 55})"
58795,0.05,"frozenset({72, 34, 47, 55})"
58796,0.05,"frozenset({34, 68, 58, 47})"
58797,0.05,"frozenset({34, 61, 70, 47})"
58798,0.05,"frozenset({65, 34, 68, 47})"
58799,0.05,"frozenset({34, 68, 69, 47})"
58800,0.05,"frozenset({34, 69, 70, 47})"
58801,0.05,"frozenset({88, 34, 70, 47})"
58802,0.05,"frozenset({70, 34, 94, 47})"
58803,0.05,"frozenset({34, 76, 94, 47})"
58804,0.05,"frozenset({48, 49, 34, 70})"
58805,0.05,"frozenset({48, 49, 34, 84})"
58806,0.05,"frozenset({88, 49, 34, 48})"
58807,0.05,"frozenset({88, 34, 48, 70})"
58808,0.05,"frozenset({88, 73, 34, 48})"
58809,0.05,"frozenset({48, 34, 84, 93})"
58810,0.05,"frozenset({49, 34, 76, 50})"
58811,0.05,"frozenset({88, 49, 34, 50})"
58812,0.06,"frozenset({49, 34, 50, 94})"
58813,0.06,"frozenset({49, 34, 70, 55})"
58814,0.05,"frozenset({81, 49, 34, 63})"
58815,0.06,"frozenset({49, 34, 74, 69})"
58816,0.05,"frozenset({49, 34, 69, 94})"
58817,0.05,"frozenset({49, 34, 69, 95})"
58818,0.05,"frozenset({73, 49, 34, 70})"
58819,0.05,"frozenset({49, 34, 86, 70})"
58820,0.05,"frozenset({88, 49, 34, 70})"
58821,0.05,"frozenset({49, 34, 94, 70})"
58822,0.05,"frozenset({49, 34, 97, 71})"
58823,0.05,"frozenset({73, 49, 34, 88})"
58824,0.05,"frozenset({73, 49, 34, 99})"
58825,0.05,"frozenset({49, 34, 75, 94})"
58826,0.06,"frozenset({49, 34, 76, 94})"
58827,0.05,"frozenset({49, 34, 76, 97})"
58828,0.05,"frozenset({81, 49, 34, 93})"
58829,0.05,"frozenset({88, 49, 34, 98})"
58830,0.05,"frozenset({49, 34, 94, 95})"
58831,0.05,"frozenset({49, 34, 97, 94})"
58832,0.05,"frozenset({49, 34, 99, 98})"
58833,0.05,"frozenset({70, 34, 50, 94})"
58834,0.05,"frozenset({97, 34, 50, 71})"
58835,0.05,"frozenset({34, 75, 50, 94})"
58836,0.05,"frozenset({88, 34, 76, 50})"
58837,0.05,"frozenset({88, 34, 50, 94})"
58838,0.05,"frozenset({34, 51, 100, 77})"
58839,0.05,"frozenset({34, 93, 53, 94})"
58840,0.05,"frozenset({34, 58, 69, 55})"
58841,0.05,"frozenset({72, 34, 58, 55})"
58842,0.06,"frozenset({72, 34, 69, 55})"
58843,0.05,"frozenset({88, 34, 70, 55})"
58844,0.05,"frozenset({34, 98, 70, 55})"
58845,0.05,"frozenset({88, 34, 98, 55})"
58846,0.06,"frozenset({72, 34, 58, 69})"
58847,0.05,"frozenset({34, 58, 69, 98})"
58848,0.05,"frozenset({34, 93, 76, 61})"
58849,0.05,"frozenset({62, 65, 34, 70})"
58850,0.05,"frozenset({34, 67, 77, 69})"
58851,0.05,"frozenset({73, 34, 67, 98})"
58852,0.05,"frozenset({99, 73, 34, 67})"
58853,0.05,"frozenset({99, 34, 67, 98})"
58854,0.05,"frozenset({34, 84, 69, 68})"
58855,0.05,"frozenset({70, 34, 69, 86})"
58856,0.05,"frozenset({70, 34, 69, 94})"
58857,0.05,"frozenset({96, 34, 72, 69})"
58858,0.05,"frozenset({74, 34, 69, 79})"
58859,0.05,"frozenset({74, 93, 34, 69})"
58860,0.05,"frozenset({34, 77, 84, 69})"
58861,0.05,"frozenset({34, 77, 100, 69})"
58862,0.05,"frozenset({88, 34, 72, 70})"
58863,0.05,"frozenset({72, 97, 34, 70})"
58864,0.05,"frozenset({88, 73, 34, 70})"
58865,0.06,"frozenset({73, 34, 99, 70})"
58866,0.05,"frozenset({73, 34, 100, 70})"
58867,0.05,"frozenset({70, 34, 76, 94})"
58868,0.05,"frozenset({81, 34, 70, 95})"
58869,0.05,"frozenset({88, 34, 100, 70})"
58870,0.05,"frozenset({88, 73, 34, 99})"
58871,0.05,"frozenset({73, 34, 99, 98})"
58872,0.06,"frozenset({73, 34, 99, 100})"
58873,0.05,"frozenset({81, 34, 75, 93})"
58874,0.05,"frozenset({34, 76, 94, 95})"
58875,0.05,"frozenset({88, 34, 100, 77})"
58876,0.05,"frozenset({35, 93, 37, 94})"
58877,0.05,"frozenset({49, 35, 44, 39})"
58878,0.05,"frozenset({49, 35, 62, 39})"
58879,0.05,"frozenset({49, 35, 70, 39})"
58880,0.05,"frozenset({49, 35, 93, 39})"
58881,0.05,"frozenset({64, 35, 62, 39})"
58882,0.05,"frozenset({90, 35, 62, 39})"
58883,0.05,"frozenset({80, 90, 35, 39})"
58884,0.05,"frozenset({40, 35, 44, 93})"
58885,0.05,"frozenset({40, 90, 35, 93})"
58886,0.05,"frozenset({41, 90, 35, 93})"
58887,0.05,"frozenset({49, 50, 35, 44})"
58888,0.05,"frozenset({49, 35, 44, 55})"
58889,0.05,"frozenset({49, 90, 35, 44})"
58890,0.06,"frozenset({49, 35, 44, 93})"
58891,0.05,"frozenset({50, 35, 44, 93})"
58892,0.05,"frozenset({50, 35, 44, 94})"
58893,0.05,"frozenset({97, 50, 35, 44})"
58894,0.05,"frozenset({61, 98, 35, 45})"
58895,0.05,"frozenset({49, 35, 93, 53})"
58896,0.05,"frozenset({49, 35, 61, 55})"
58897,0.05,"frozenset({49, 35, 93, 55})"
58898,0.05,"frozenset({49, 35, 100, 61})"
58899,0.05,"frozenset({49, 35, 100, 63})"
58900,0.05,"frozenset({49, 90, 35, 93})"
58901,0.05,"frozenset({49, 90, 35, 100})"
58902,0.05,"frozenset({49, 35, 97, 94})"
58903,0.05,"frozenset({49, 35, 100, 97})"
58904,0.05,"frozenset({56, 98, 35, 61})"
58905,0.05,"frozenset({90, 35, 100, 61})"
58906,0.05,"frozenset({99, 97, 35, 61})"
58907,0.05,"frozenset({97, 35, 100, 61})"
58908,0.05,"frozenset({75, 35, 93, 94})"
58909,0.05,"frozenset({90, 35, 76, 93})"
58910,0.05,"frozenset({40, 36, 37, 47})"
58911,0.05,"frozenset({40, 59, 36, 37})"
58912,0.05,"frozenset({40, 36, 46, 47})"
58913,0.05,"frozenset({48, 40, 36, 47})"
58914,0.05,"frozenset({40, 36, 47, 55})"
58915,0.05,"frozenset({40, 74, 36, 47})"
58916,0.05,"frozenset({40, 36, 47, 79})"
58917,0.05,"frozenset({43, 67, 36, 46})"
58918,0.05,"frozenset({57, 44, 36, 68})"
58919,0.05,"frozenset({57, 36, 46, 47})"
58920,0.05,"frozenset({90, 36, 46, 47})"
58921,0.05,"frozenset({46, 57, 68, 36})"
58922,0.05,"frozenset({46, 57, 76, 36})"
58923,0.05,"frozenset({46, 74, 76, 36})"
58924,0.05,"frozenset({74, 76, 36, 55})"
58925,0.05,"frozenset({88, 60, 36, 79})"
58926,0.05,"frozenset({90, 67, 36, 63})"
58927,0.05,"frozenset({65, 67, 36, 69})"
58928,0.05,"frozenset({74, 75, 36, 79})"
58929,0.05,"frozenset({39, 37, 46, 71})"
58930,0.05,"frozenset({72, 59, 37, 39})"
58931,0.05,"frozenset({39, 76, 37, 71})"
58932,0.05,"frozenset({97, 39, 37, 71})"
58933,0.05,"frozenset({97, 76, 37, 39})"
58934,0.05,"frozenset({96, 92, 37, 39})"
58935,0.05,"frozenset({64, 41, 40, 37})"
58936,0.05,"frozenset({40, 41, 100, 37})"
58937,0.05,"frozenset({40, 42, 37, 47})"
58938,0.06,"frozenset({40, 42, 59, 37})"
58939,0.05,"frozenset({40, 42, 61, 37})"
58940,0.05,"frozenset({40, 74, 42, 37})"
58941,0.06,"frozenset({40, 42, 99, 37})"
58942,0.05,"frozenset({40, 43, 37, 47})"
58943,0.05,"frozenset({40, 45, 37, 46})"
58944,0.05,"frozenset({40, 37, 46, 47})"
58945,0.06,"frozenset({40, 49, 37, 46})"
58946,0.05,"frozenset({40, 50, 37, 46})"
58947,0.05,"frozenset({40, 52, 37, 46})"
58948,0.05,"frozenset({40, 57, 37, 46})"
58949,0.05,"frozenset({40, 67, 37, 46})"
58950,0.05,"frozenset({72, 40, 37, 46})"
58951,0.05,"frozenset({40, 76, 37, 46})"
58952,0.05,"frozenset({40, 100, 37, 46})"
58953,0.05,"frozenset({40, 52, 37, 47})"
58954,0.06,"frozenset({40, 47, 37, 55})"
58955,0.05,"frozenset({40, 59, 37, 47})"
58956,0.05,"frozenset({64, 40, 37, 47})"
58957,0.05,"frozenset({40, 66, 37, 47})"
58958,0.05,"frozenset({72, 40, 37, 47})"
58959,0.05,"frozenset({40, 74, 37, 47})"
58960,0.05,"frozenset({40, 76, 37, 47})"
58961,0.05,"frozenset({40, 77, 37, 47})"
58962,0.05,"frozenset({40, 97, 37, 47})"
58963,0.06,"frozenset({40, 49, 50, 37})"
58964,0.06,"frozenset({65, 49, 40, 37})"
58965,0.08,"frozenset({40, 49, 67, 37})"
58966,0.05,"frozenset({40, 49, 37, 70})"
58967,0.05,"frozenset({73, 49, 40, 37})"
58968,0.05,"frozenset({40, 49, 75, 37})"
58969,0.05,"frozenset({40, 49, 76, 37})"
58970,0.05,"frozenset({40, 49, 90, 37})"
58971,0.05,"frozenset({40, 49, 91, 37})"
58972,0.06,"frozenset({40, 49, 37, 94})"
58973,0.05,"frozenset({96, 49, 40, 37})"
58974,0.05,"frozenset({40, 49, 99, 37})"
58975,0.05,"frozenset({40, 73, 50, 37})"
58976,0.07,"frozenset({40, 50, 37, 94})"
58977,0.05,"frozenset({64, 58, 40, 37})"
58978,0.06,"frozenset({96, 58, 40, 37})"
58979,0.05,"frozenset({64, 40, 61, 37})"
58980,0.05,"frozenset({64, 40, 37, 62})"
58981,0.05,"frozenset({40, 67, 37, 62})"
58982,0.05,"frozenset({40, 67, 37, 63})"
58983,0.05,"frozenset({64, 40, 67, 37})"
58984,0.05,"frozenset({64, 40, 37, 77})"
58985,0.05,"frozenset({64, 40, 37, 79})"
58986,0.05,"frozenset({64, 40, 96, 37})"
58987,0.05,"frozenset({40, 65, 67, 37})"
58988,0.05,"frozenset({40, 67, 37, 70})"
58989,0.05,"frozenset({96, 40, 67, 37})"
58990,0.06,"frozenset({99, 40, 67, 37})"
58991,0.05,"frozenset({40, 67, 100, 37})"
58992,0.05,"frozenset({96, 40, 37, 70})"
58993,0.05,"frozenset({72, 90, 40, 37})"
58994,0.05,"frozenset({72, 40, 91, 37})"
58995,0.05,"frozenset({72, 97, 40, 37})"
58996,0.05,"frozenset({40, 73, 37, 94})"
58997,0.05,"frozenset({40, 73, 99, 37})"
58998,0.05,"frozenset({40, 74, 99, 37})"
58999,0.06,"frozenset({40, 75, 76, 37})"
59000,0.05,"frozenset({40, 76, 37, 94})"
59001,0.05,"frozenset({40, 100, 37, 76})"
59002,0.05,"frozenset({40, 97, 77, 37})"
59003,0.05,"frozenset({40, 90, 100, 37})"
59004,0.05,"frozenset({40, 99, 37, 94})"
59005,0.06,"frozenset({41, 61, 100, 37})"
59006,0.05,"frozenset({64, 41, 93, 37})"
59007,0.05,"frozenset({41, 69, 100, 37})"
59008,0.05,"frozenset({41, 93, 84, 37})"
59009,0.05,"frozenset({59, 42, 43, 37})"
59010,0.05,"frozenset({42, 43, 37, 94})"
59011,0.05,"frozenset({99, 42, 43, 37})"
59012,0.05,"frozenset({74, 42, 37, 47})"
59013,0.05,"frozenset({48, 42, 67, 37})"
59014,0.05,"frozenset({48, 42, 76, 37})"
59015,0.05,"frozenset({49, 42, 67, 37})"
59016,0.06,"frozenset({61, 42, 59, 37})"
59017,0.05,"frozenset({74, 59, 42, 37})"
59018,0.05,"frozenset({99, 42, 59, 37})"
59019,0.05,"frozenset({64, 42, 61, 37})"
59020,0.05,"frozenset({42, 61, 76, 37})"
59021,0.05,"frozenset({61, 42, 83, 37})"
59022,0.05,"frozenset({42, 99, 37, 63})"
59023,0.05,"frozenset({99, 42, 67, 37})"
59024,0.05,"frozenset({42, 99, 37, 94})"
59025,0.05,"frozenset({43, 52, 37, 46})"
59026,0.05,"frozenset({49, 67, 43, 37})"
59027,0.05,"frozenset({61, 50, 43, 37})"
59028,0.05,"frozenset({61, 43, 37, 54})"
59029,0.05,"frozenset({81, 43, 37, 54})"
59030,0.05,"frozenset({99, 43, 37, 94})"
59031,0.05,"frozenset({49, 50, 44, 37})"
59032,0.05,"frozenset({50, 44, 37, 70})"
59033,0.05,"frozenset({72, 44, 37, 71})"
59034,0.05,"frozenset({76, 37, 44, 71})"
59035,0.05,"frozenset({46, 45, 37, 54})"
59036,0.05,"frozenset({57, 45, 37, 46})"
59037,0.05,"frozenset({45, 59, 37, 46})"
59038,0.06,"frozenset({45, 76, 37, 46})"
59039,0.05,"frozenset({45, 59, 76, 37})"
59040,0.05,"frozenset({65, 45, 37, 62})"
59041,0.05,"frozenset({64, 45, 76, 37})"
59042,0.05,"frozenset({76, 37, 46, 47})"
59043,0.05,"frozenset({100, 37, 46, 47})"
59044,0.06,"frozenset({49, 52, 37, 46})"
59045,0.05,"frozenset({65, 49, 37, 46})"
59046,0.06,"frozenset({49, 67, 37, 46})"
59047,0.05,"frozenset({72, 49, 37, 46})"
59048,0.05,"frozenset({49, 75, 37, 46})"
59049,0.05,"frozenset({49, 76, 37, 46})"
59050,0.05,"frozenset({50, 76, 37, 46})"
59051,0.05,"frozenset({90, 50, 37, 46})"
59052,0.05,"frozenset({57, 52, 37, 46})"
59053,0.05,"frozenset({65, 52, 37, 46})"
59054,0.06,"frozenset({67, 52, 37, 46})"
59055,0.05,"frozenset({52, 37, 46, 71})"
59056,0.05,"frozenset({46, 76, 37, 52})"
59057,0.06,"frozenset({55, 37, 46, 71})"
59058,0.06,"frozenset({76, 37, 46, 55})"
59059,0.05,"frozenset({97, 37, 46, 55})"
59060,0.05,"frozenset({59, 76, 37, 46})"
59061,0.05,"frozenset({65, 76, 37, 46})"
59062,0.05,"frozenset({72, 37, 46, 71})"
59063,0.05,"frozenset({76, 37, 46, 71})"
59064,0.06,"frozenset({97, 37, 46, 71})"
59065,0.05,"frozenset({72, 76, 37, 46})"
59066,0.05,"frozenset({100, 37, 46, 76})"
59067,0.05,"frozenset({49, 37, 94, 47})"
59068,0.05,"frozenset({47, 59, 37, 55})"
59069,0.05,"frozenset({74, 47, 37, 55})"
59070,0.05,"frozenset({47, 76, 37, 55})"
59071,0.05,"frozenset({90, 47, 37, 55})"
59072,0.05,"frozenset({96, 47, 37, 55})"
59073,0.05,"frozenset({97, 47, 37, 55})"
59074,0.05,"frozenset({74, 59, 37, 47})"
59075,0.05,"frozenset({49, 50, 67, 37})"
59076,0.05,"frozenset({73, 49, 50, 37})"
59077,0.05,"frozenset({49, 50, 75, 37})"
59078,0.05,"frozenset({49, 50, 76, 37})"
59079,0.07,"frozenset({49, 50, 37, 94})"
59080,0.05,"frozenset({49, 67, 52, 37})"
59081,0.05,"frozenset({49, 67, 37, 55})"
59082,0.05,"frozenset({49, 67, 60, 37})"
59083,0.05,"frozenset({64, 49, 37, 62})"
59084,0.05,"frozenset({65, 49, 37, 62})"
59085,0.05,"frozenset({49, 67, 37, 62})"
59086,0.05,"frozenset({49, 37, 62, 79})"
59087,0.05,"frozenset({49, 67, 37, 63})"
59088,0.05,"frozenset({65, 49, 64, 37})"
59089,0.05,"frozenset({64, 49, 67, 37})"
59090,0.06,"frozenset({65, 49, 67, 37})"
59091,0.05,"frozenset({49, 67, 37, 70})"
59092,0.06,"frozenset({73, 49, 67, 37})"
59093,0.05,"frozenset({49, 74, 67, 37})"
59094,0.05,"frozenset({49, 75, 67, 37})"
59095,0.05,"frozenset({49, 67, 37, 79})"
59096,0.06,"frozenset({49, 67, 37, 94})"
59097,0.05,"frozenset({96, 49, 67, 37})"
59098,0.05,"frozenset({49, 98, 67, 37})"
59099,0.08,"frozenset({99, 49, 67, 37})"
59100,0.05,"frozenset({96, 49, 37, 70})"
59101,0.05,"frozenset({73, 49, 37, 94})"
59102,0.06,"frozenset({73, 49, 99, 37})"
59103,0.05,"frozenset({49, 74, 37, 94})"
59104,0.05,"frozenset({49, 74, 99, 37})"
59105,0.06,"frozenset({49, 75, 37, 94})"
59106,0.05,"frozenset({96, 49, 92, 37})"
59107,0.05,"frozenset({49, 99, 37, 94})"
59108,0.05,"frozenset({50, 61, 37, 54})"
